c1,c2
2.973435211181640625e+01,4.987784862518310547e+00
3.267739486694335938e+01,-6.982840538024902344e+00
1.432803821563720703e+01,2.226373863220214844e+01
3.684605407714843750e+01,-2.299460983276367188e+01
1.980474281311035156e+01,7.130037307739257812e+00
1.540510177612304688e+01,3.341830062866210938e+01
-1.007985401153564453e+01,4.441336059570312500e+01
4.813457107543945312e+01,-3.154668092727661133e+00
3.441214370727539062e+01,-6.056321620941162109e+00
2.101895713806152344e+01,-5.257693529129028320e-01
-3.373580169677734375e+01,2.515085220336914062e+01
-2.676697349548339844e+01,2.433945465087890625e+01
3.600433349609375000e+01,-7.275447845458984375e+00
3.389385223388671875e+01,-8.569541931152343750e+00
3.054173851013183594e+01,-1.122187423706054688e+01
2.271115875244140625e+01,1.531517624855041504e+00
-2.732320022583007812e+01,2.478170967102050781e+01
5.204482269287109375e+01,3.350706100463867188e+00
3.494730758666992188e+01,-7.779429435729980469e+00
2.997550725936889648e+00,3.700236892700195312e+01
1.654455757141113281e+01,3.859787464141845703e+00
3.611396789550781250e+01,-6.234846591949462891e+00
3.265418243408203125e+01,3.344666242599487305e+00
-4.664358901977539062e+01,-1.970782852172851562e+01
5.011402511596679688e+01,-9.088606834411621094e+00
3.494308853149414062e+01,-1.288403034210205078e+01
-2.733186531066894531e+01,2.663621902465820312e+01
-7.111346125602722168e-01,3.272711563110351562e+01
4.379617309570312500e+01,-2.311326265335083008e+00
3.997549057006835938e+01,-1.205414867401123047e+01
3.213891601562500000e+01,-1.012656021118164062e+01
-1.319342017173767090e+00,3.274946975708007812e+01
1.672055816650390625e+01,2.957653284072875977e+00
1.449505901336669922e+01,2.225889968872070312e+01
5.546343612670898438e+01,-7.902173042297363281e+00
5.171553039550781250e+01,-2.512445449829101562e+01
5.297338104248046875e+01,2.943403720855712891e-01
3.362651062011718750e+01,-6.567296028137207031e+00
2.094032096862792969e+01,2.955203056335449219e+00
3.309761047363281250e+01,-9.872426033020019531e+00
1.828022003173828125e+01,2.835037469863891602e+00
9.808939933776855469e+00,-2.760584259033203125e+01
4.136571121215820312e+01,6.203813552856445312e+00
5.168640518188476562e+01,-2.511072158813476562e+01
1.810033226013183594e+01,-1.162209630012512207e+00
1.800645446777343750e+01,2.633204221725463867e+00
3.414747619628906250e+01,-9.091377258300781250e+00
4.399450302124023438e+01,-6.363144874572753906e+00
-3.337182760238647461e+00,3.031372833251953125e+01
3.175818252563476562e+01,-1.710531234741210938e+01
3.117775344848632812e+01,-1.772264289855957031e+01
2.207166099548339844e+01,-3.429738044738769531e+00
2.899366760253906250e+01,-2.769334077835083008e+00
1.878921318054199219e+01,2.321564197540283203e+00
1.983989524841308594e+01,3.727992773056030273e+00
2.209826850891113281e+01,-3.433101654052734375e+00
3.900763320922851562e+01,-9.197925567626953125e+00
-2.633803939819335938e+01,2.136225938796997070e+00
9.897748947143554688e+00,-4.579889678955078125e+01
3.275117492675781250e+01,-8.302734375000000000e+00
3.258172225952148438e+01,-9.637746810913085938e+00
